1d30	活动-油甲虫
1	被闪犬幼崽嘲弄：有人要受伤了 Being taunted by Blink Dog pups: Someone's going to get hurt
2	由于化学反应，在红外视觉中显得极其明亮 Blindingly bright in Infravision due to their chemical reactions
3	挖掘地洞以逃离饥饿的巨型蟾蜍 Burrowing to escape a hungry Giant Toad
4	围绕一名魔法师盘旋，手持匕首，脸上布满巨大的脓疱 Circling a Magic-User with dagger, face covered in large pustules
5	礼貌地与一只锈蚀怪分享一名战士的尸体 Civilly sharing a Fighter's corpse with a Rust Monster
6	被强大的信息素驱使，誓死守护该区域 Coaxed by powerful pheromones to guard area with their lives
7	正将一只洞穴蝗虫逼入角落，即将喷出油液 Cornering a Cave Locust, moments from spraying
8	津津有味地吞食一只盗蝇 Devouring a Robber Fly with gusto
9	从地面喷涌而出，正在狩猎 Erupting up from the ground, on the hunt
10	因防御措施对巨型蛞蝓似乎失效而感到慌乱 Flustered that their defense seems to fail against Giant Slugs
11	因最近袭击巨型蚁丘而受伤 Injured from the recent raid of a Giant Ant mound
12	打翻装有盐水和腌菜的桶，大快朵颐 Knocking over barrels of brine and pickles and feasting
13	舔舐着粗壮扭曲树根上的树液 Lapping at sap from thick, gnarled roots
14	在潜在筑巢地巡逻 Patrolling a potential nesting ground
15	正准备对一只好奇的巨型雪貂进行防御性喷油 Preparing to defensively spray at a curious Giant Ferret
16	最近的喷溅物揭示了墙上的奇异雕刻 Recent sprays have revealed strange carvings on the walls
17	从腐烂的树干上撕下湿漉漉的碎块，寻找幼虫 Ripping soggy chunks from a decaying log in search of grubs
18	被士兵用绳索套住/制服，作为新型毁灭性攻城武器？ Roped/wrangled by Soldiers, devastating new siege weapon?
19	该物种的分泌物在接触空气后会转化为有毒雾气 Secretions of this species turn to toxic fog on air contact
20	被一位好奇的炼金术士半驯化，此刻正期待食物 Semi-tamed by an inquisitive Alchemist, expect food NOW
21	像吸食意大利面般吸食绳索粗细的蠕虫 Slurping up rope-sized worms like spaghetti
22	被乞丐们追捧，因其水泡能让伤疤显得更令人同情 Sought by Beggars, as blisters make marks more empathetic
23	被风吹动的布惊扰，无法控制地喷出油液 Startled by a breeze-blown cloth, spraying uncontrollably
24	成功致盲一只饥饿的巨型壁虎 Successfully blinding a hungry Giant Gecko
25	意外的父母，正拖着一只死去的巨型蜜蜂前往幼虫处 Surprising parents, dragging a dead Giant Bee to larvae
26	正在从一只狗头人的尸体上撕扯肉条 Tearing strips of flesh from the corpse of a Kobold
27	该亚族群的喷溅物：遇火即燃，犹如凝固汽油弹 The spray of this sub-tribe: like napalm if it encounters flame
28	凯旋般地踩过一堆被烧焦的僵尸 Traipsing victoriously over a pile of scorched Zombies
29	小心翼翼地挖掘隧道，它们的挖掘工作通向了一个新区域 Tunneling carefully, their diggings lead to a new area
30	在巨型蜘蛛网中抽搐，面对着一群目不转睛的观众 Twitching in a Giant Spider's web to an unblinking audience
